
+===============================================================================================+
|   ____    _    _____ _____   ___ _   _    ____    ___     _______         ____    ___   ___   |
|  / ___|  / \  |  ___| ____| |_ _| \ | |  / ___|  / \ \   / / ____| __   _|___ \  / _ \ / _ \  |
|  \___ \ / _ \ | |_  |  _|    | ||  \| | | |     / _ \ \ / /|  _|   \ \ / / __) || | | | | | | |
|   ___) / ___ \|  _| | |___   | || |\  | | |___ / ___ \ V / | |___   \ V / / __/ | |_| | |_| | |
|  |____/_/   \_\_|   |_____| |___|_| \_|  \____/_/   \_\_/  |_____|   \_/ |_____(_)___(_)___/  |
|                                                                                               |
+===============================================================================================+
|                                                                                               |
| Mesh info:                                                                                    |
+---------------+------------+------------------------------------------+-----------------------+
| # of elements | # of nodes | Location                                 |                       |
+---------------+------------+------------------------------------------+-----------------------+
| 32839         | 7474       | ../../../../grids/cavern_regular_1200_3D |                       |
+---------------+------------+------------------------------------------+-----------------------+
|                                                                                               |
| Partition(s) info:                                                                            |
+-------------+---------------+------------+----------------------------------------------------+
| Partition # | # of elements | # of nodes |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|      1      |     32839     |    7474    |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|                                                                                               |
| Solver info:                                                                                  |
+----------+---------+----------+--------+------------------------------------------------------+
| KSP_type | PC_type |   rtol   | max_it |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|    cg    |   asm   | 1.0e-10  |  100   |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|                                                                                               |
| Constitutive model:                                                                           |
+---------------+--------------------------------------------------+----------------------------+
| Element type  | List of elements                                 |                            |
+---------------+--------------------------------------------------+----------------------------+
| elastic       | spring                                           |                            |
| non-elastic   | kelvin, creep_dislocation, creep_pressure, desai |                            |
| thermoelastic |                                                  |                            |
+---------------+--------------------------------------------------+----------------------------+
|                                                                                               |
| Output info:                                                                                  |
+--------------------+------------------+-------------------------+-----------------------------+
| Location           | Field name       | Label name              |                             |
+--------------------+------------------+-------------------------+-----------------------------+
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | u                | Displacement (m)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | eps_tot          | Total strain (-)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | eps_vp           | Viscoplastic strain (-)|
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | alpha            | Hardening parameter (-)|
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | Fvp              | Yield function (-)     |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | p_elems          | Mean stress (Pa)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | q_elems          | Von Mises stress (Pa)  |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | sig              | Stress (Pa)            |
+--------------------+------------------+-------------------------+-----------------------------+
|                                                                                               |
+--------------+-----------+--------------------+------------+------------------+---------------+
| Step counter | dt (hour) | t / t_final (hour) | # of iters | Non-linear error |               |
|     3907     |   2.000   | 7814.000 / 9480.0  |     4      |    2.3737e-10    |               |
|     3908     |   2.000   | 7816.000 / 9480.0  |     3      |    2.5175e-09    |               |
|     3909     |   2.000   | 7818.000 / 9480.0  |     4      |    2.0679e-10    |               |
|     3910     |   2.000   | 7820.000 / 9480.0  |     3      |    2.3760e-09    |               |
|     3911     |   2.000   | 7822.000 / 9480.0  |     4      |    1.8697e-10    |               |
|     3912     |   2.000   | 7824.000 / 9480.0  |     3      |    2.2628e-09    |               |
|     3913     |   2.000   | 7826.000 / 9480.0  |     4      |    1.7196e-10    |               |
|     3914     |   2.000   | 7828.000 / 9480.0  |     3      |    2.1896e-09    |               |
|     3915     |   2.000   | 7830.000 / 9480.0  |     4      |    1.6121e-10    |               |
|     3916     |   2.000   | 7832.000 / 9480.0  |     3      |    2.1397e-09    |               |
|     3917     |   2.000   | 7834.000 / 9480.0  |     4      |    1.5352e-10    |               |
|     3918     |   2.000   | 7836.000 / 9480.0  |     3      |    2.0809e-09    |               |
|     3919     |   2.000   | 7838.000 / 9480.0  |     4      |    1.5412e-10    |               |
|     3920     |   2.000   | 7840.000 / 9480.0  |     3      |    2.0866e-09    |               |
|     3921     |   2.000   | 7842.000 / 9480.0  |     4      |    1.4868e-10    |               |
|     3922     |   2.000   | 7844.000 / 9480.0  |     3      |    2.0714e-09    |               |
|     3923     |   2.000   | 7846.000 / 9480.0  |     4      |    1.4434e-10    |               |
|     3924     |   2.000   | 7848.000 / 9480.0  |     3      |    2.0671e-09    |               |
|     3925     |   2.000   | 7850.000 / 9480.0  |     4      |    1.4085e-10    |               |
|     3926     |   2.000   | 7852.000 / 9480.0  |     3      |    2.0684e-09    |               |
|     3927     |   2.000   | 7854.000 / 9480.0  |     4      |    1.3806e-10    |               |
|     3928     |   2.000   | 7856.000 / 9480.0  |     3      |    2.0763e-09    |               |
|     3929     |   2.000   | 7858.000 / 9480.0  |     4      |    1.3646e-10    |               |
|     3930     |   2.000   | 7860.000 / 9480.0  |     3      |    2.0885e-09    |               |
|     3931     |   2.000   | 7862.000 / 9480.0  |     4      |    1.3442e-10    |               |
|     3932     |   2.000   | 7864.000 / 9480.0  |     3      |    2.1074e-09    |               |
|     3933     |   2.000   | 7866.000 / 9480.0  |     4      |    1.3360e-10    |               |
|     3934     |   2.000   | 7868.000 / 9480.0  |     3      |    2.1262e-09    |               |
|     3935     |   2.000   | 7870.000 / 9480.0  |     4      |    1.3331e-10    |               |
|     3936     |   2.000   | 7872.000 / 9480.0  |     3      |    2.1540e-09    |               |
|     3937     |   2.000   | 7874.000 / 9480.0  |     4      |    1.3282e-10    |               |
|     3938     |   2.000   | 7876.000 / 9480.0  |     3      |    2.1857e-09    |               |
|     3939     |   2.000   | 7878.000 / 9480.0  |     4      |    1.3276e-10    |               |
|     3940     |   2.000   | 7880.000 / 9480.0  |     3      |    2.2190e-09    |               |
|     3941     |   2.000   | 7882.000 / 9480.0  |     4      |    1.3245e-10    |               |
|     3942     |   2.000   | 7884.000 / 9480.0  |     3      |    2.1350e-09    |               |
|     3943     |   2.000   | 7886.000 / 9480.0  |     4      |    1.3367e-10    |               |
|     3944     |   2.000   | 7888.000 / 9480.0  |     3      |    2.1222e-09    |               |
|     3945     |   2.000   | 7890.000 / 9480.0  |     4      |    1.3081e-10    |               |
|     3946     |   2.000   | 7892.000 / 9480.0  |     3      |    2.1191e-09    |               |
|     3947     |   2.000   | 7894.000 / 9480.0  |     4      |    1.3076e-10    |               |
|     3948     |   2.000   | 7896.000 / 9480.0  |     3      |    2.0913e-09    |               |
|     3949     |   2.000   | 7898.000 / 9480.0  |     4      |    1.3048e-10    |               |
|     3950     |   2.000   | 7900.000 / 9480.0  |     3      |    2.0789e-09    |               |
|     3951     |   2.000   | 7902.000 / 9480.0  |     4      |    1.2806e-10    |               |
|     3952     |   2.000   | 7904.000 / 9480.0  |     3      |    2.1219e-09    |               |
|     3953     |   2.000   | 7906.000 / 9480.0  |     4      |    1.2795e-10    |               |
|     3954     |   2.000   | 7908.000 / 9480.0  |     3      |    2.1079e-09    |               |
|     3955     |   2.000   | 7910.000 / 9480.0  |     4      |    1.2718e-10    |               |
|     3956     |   2.000   | 7912.000 / 9480.0  |     3      |    2.1367e-09    |               |
|     3957     |   2.000   | 7914.000 / 9480.0  |     4      |    1.2081e-10    |               |
|     3958     |   2.000   | 7916.000 / 9480.0  |     3      |    2.1551e-09    |               |
|     3959     |   2.000   | 7918.000 / 9480.0  |     4      |    1.2305e-10    |               |
|     3960     |   2.000   | 7920.000 / 9480.0  |     3      |    2.1289e-09    |               |
|     3961     |   2.000   | 7922.000 / 9480.0  |     4      |    1.2641e-10    |               |
|     3962     |   2.000   | 7924.000 / 9480.0  |     3      |    2.0996e-09    |               |
|     3963     |   2.000   | 7926.000 / 9480.0  |     4      |    1.2638e-10    |               |
|     3964     |   2.000   | 7928.000 / 9480.0  |     3      |    2.0834e-09    |               |
|     3965     |   2.000   | 7930.000 / 9480.0  |     4      |    1.2571e-10    |               |
|     3966     |   2.000   | 7932.000 / 9480.0  |     3      |    2.0714e-09    |               |
|     3967     |   2.000   | 7934.000 / 9480.0  |     4      |    1.2488e-10    |               |
|     3968     |   2.000   | 7936.000 / 9480.0  |     3      |    2.0589e-09    |               |
|     3969     |   2.000   | 7938.000 / 9480.0  |     4      |    1.2462e-10    |               |
|     3970     |   2.000   | 7940.000 / 9480.0  |     3      |    2.0704e-09    |               |
|     3971     |   2.000   | 7942.000 / 9480.0  |     4      |    1.2312e-10    |               |
|     3972     |   2.000   | 7944.000 / 9480.0  |     3      |    2.0839e-09    |               |
|     3973     |   2.000   | 7946.000 / 9480.0  |     4      |    1.1764e-10    |               |
|     3974     |   2.000   | 7948.000 / 9480.0  |     3      |    2.1529e-09    |               |
|     3975     |   2.000   | 7950.000 / 9480.0  |     4      |    1.1797e-10    |               |
|     3976     |   2.000   | 7952.000 / 9480.0  |     3      |    2.1944e-09    |               |
|     3977     |   2.000   | 7954.000 / 9480.0  |     4      |    1.1945e-10    |               |
|     3978     |   2.000   | 7956.000 / 9480.0  |     3      |    2.1160e-09    |               |
|     3979     |   2.000   | 7958.000 / 9480.0  |     4      |    1.2167e-10    |               |
|     3980     |   2.000   | 7960.000 / 9480.0  |     3      |    2.1017e-09    |               |
|     3981     |   2.000   | 7962.000 / 9480.0  |     4      |    1.1782e-10    |               |
|     3982     |   2.000   | 7964.000 / 9480.0  |     3      |    2.1023e-09    |               |
|     3983     |   2.000   | 7966.000 / 9480.0  |     4      |    1.1777e-10    |               |
|     3984     |   2.000   | 7968.000 / 9480.0  |     3      |    2.0853e-09    |               |
|     3985     |   2.000   | 7970.000 / 9480.0  |     4      |    1.1997e-10    |               |
|     3986     |   2.000   | 7972.000 / 9480.0  |     3      |    2.0655e-09    |               |
|     3987     |   2.000   | 7974.000 / 9480.0  |     4      |    1.1947e-10    |               |
|     3988     |   2.000   | 7976.000 / 9480.0  |     3      |    2.0515e-09    |               |
|     3989     |   2.000   | 7978.000 / 9480.0  |     4      |    1.1857e-10    |               |
|     3990     |   2.000   | 7980.000 / 9480.0  |     3      |    2.0378e-09    |               |
|     3991     |   2.000   | 7982.000 / 9480.0  |     4      |    1.1817e-10    |               |
|     3992     |   2.000   | 7984.000 / 9480.0  |     3      |    2.0281e-09    |               |
|     3993     |   2.000   | 7986.000 / 9480.0  |     4      |    1.1601e-10    |               |
|     3994     |   2.000   | 7988.000 / 9480.0  |     3      |    2.0675e-09    |               |
|     3995     |   2.000   | 7990.000 / 9480.0  |     4      |    1.1146e-10    |               |
|     3996     |   2.000   | 7992.000 / 9480.0  |     3      |    2.0283e-09    |               |
|     3997     |   2.000   | 7994.000 / 9480.0  |     4      |    1.1135e-10    |               |
|     3998     |   2.000   | 7996.000 / 9480.0  |     3      |    2.0348e-09    |               |
|     3999     |   2.000   | 7998.000 / 9480.0  |     4      |    1.1001e-10    |               |
|     4000     |   2.000   | 8000.000 / 9480.0  |     3      |    2.0803e-09    |               |
|     4001     |   2.000   | 8002.000 / 9480.0  |     4      |    1.1113e-10    |               |
|     4002     |   2.000   | 8004.000 / 9480.0  |     3      |    2.0618e-09    |               |
|     4003     |   2.000   | 8006.000 / 9480.0  |     4      |    1.1091e-10    |               |
|     4004     |   2.000   | 8008.000 / 9480.0  |     3      |    2.0822e-09    |               |
|     4005     |   2.000   | 8010.000 / 9480.0  |     4      |    1.0255e-10    |               |
|     4006     |   2.000   | 8012.000 / 9480.0  |     3      |    2.1186e-09    |               |
|     4007     |   2.000   | 8014.000 / 9480.0  |     4      |    1.0383e-10    |               |
|     4008     |   2.000   | 8016.000 / 9480.0  |     3      |    2.0475e-09    |               |
|     4009     |   2.000   | 8018.000 / 9480.0  |     4      |    1.0662e-10    |               |
|     4010     |   2.000   | 8020.000 / 9480.0  |     3      |    2.0253e-09    |               |
|     4011     |   2.000   | 8022.000 / 9480.0  |     4      |    1.0618e-10    |               |
|     4012     |   2.000   | 8024.000 / 9480.0  |     3      |    2.0079e-09    |               |
|     4013     |   2.000   | 8026.000 / 9480.0  |     4      |    1.0563e-10    |               |
|     4014     |   2.000   | 8028.000 / 9480.0  |     3      |    1.9919e-09    |               |
|     4015     |   2.000   | 8030.000 / 9480.0  |     4      |    1.0531e-10    |               |
|     4016     |   2.000   | 8032.000 / 9480.0  |     3      |    1.9767e-09    |               |
|     4017     |   2.000   | 8034.000 / 9480.0  |     4      |    1.0512e-10    |               |
|     4018     |   2.000   | 8036.000 / 9480.0  |     3      |    1.9620e-09    |               |
|     4019     |   2.000   | 8038.000 / 9480.0  |     4      |    1.0497e-10    |               |
|     4020     |   2.000   | 8040.000 / 9480.0  |     3      |    1.9485e-09    |               |
|     4021     |   2.000   | 8042.000 / 9480.0  |     4      |    1.0497e-10    |               |
|     4022     |   2.000   | 8044.000 / 9480.0  |     3      |    1.9358e-09    |               |
|     4023     |   2.000   | 8046.000 / 9480.0  |     4      |    1.0500e-10    |               |
|     4024     |   2.000   | 8048.000 / 9480.0  |     3      |    1.9253e-09    |               |
|     4025     |   2.000   | 8050.000 / 9480.0  |     4      |    1.0494e-10    |               |
|     4026     |   2.000   | 8052.000 / 9480.0  |     3      |    1.9159e-09    |               |
|     4027     |   2.000   | 8054.000 / 9480.0  |     4      |    1.0501e-10    |               |
|     4028     |   2.000   | 8056.000 / 9480.0  |     3      |    1.9102e-09    |               |
|     4029     |   2.000   | 8058.000 / 9480.0  |     4      |    1.0516e-10    |               |
|     4030     |   2.000   | 8060.000 / 9480.0  |     3      |    1.9034e-09    |               |
|     4031     |   2.000   | 8062.000 / 9480.0  |     4      |    1.0563e-10    |               |
|     4032     |   2.000   | 8064.000 / 9480.0  |     3      |    1.8938e-09    |               |
|     4033     |   2.000   | 8066.000 / 9480.0  |     4      |    1.0623e-10    |               |
|     4034     |   2.000   | 8068.000 / 9480.0  |     3      |    1.8863e-09    |               |
|     4035     |   2.000   | 8070.000 / 9480.0  |     4      |    1.0678e-10    |               |
|     4036     |   2.000   | 8072.000 / 9480.0  |     3      |    1.8806e-09    |               |
|     4037     |   2.000   | 8074.000 / 9480.0  |     4      |    1.0748e-10    |               |
|     4038     |   2.000   | 8076.000 / 9480.0  |     3      |    1.8777e-09    |               |
|     4039     |   2.000   | 8078.000 / 9480.0  |     4      |    1.0807e-10    |               |
|     4040     |   2.000   | 8080.000 / 9480.0  |     3      |    1.8739e-09    |               |
|     4041     |   2.000   | 8082.000 / 9480.0  |     4      |    1.0888e-10    |               |
|     4042     |   2.000   | 8084.000 / 9480.0  |     3      |    1.8708e-09    |               |
|     4043     |   2.000   | 8086.000 / 9480.0  |     4      |    4.0992e-10    |               |
|     4044     |   2.000   | 8088.000 / 9480.0  |     3      |    1.9060e-09    |               |
|     4045     |   2.000   | 8090.000 / 9480.0  |     4      |    1.1084e-10    |               |
|     4046     |   2.000   | 8092.000 / 9480.0  |     3      |    1.9060e-09    |               |
|     4047     |   2.000   | 8094.000 / 9480.0  |     4      |    1.1120e-10    |               |
|     4048     |   2.000   | 8096.000 / 9480.0  |     3      |    1.9079e-09    |               |
|     4049     |   2.000   | 8098.000 / 9480.0  |     4      |    1.1229e-10    |               |
|     4050     |   2.000   | 8100.000 / 9480.0  |     3      |    1.9097e-09    |               |
|     4051     |   2.000   | 8102.000 / 9480.0  |     4      |    1.1366e-10    |               |
|     4052     |   2.000   | 8104.000 / 9480.0  |     3      |    1.9121e-09    |               |
|     4053     |   2.000   | 8106.000 / 9480.0  |     4      |    1.1528e-10    |               |
|     4054     |   2.000   | 8108.000 / 9480.0  |     3      |    1.9143e-09    |               |
|     4055     |   2.000   | 8110.000 / 9480.0  |     4      |    1.1658e-10    |               |
|     4056     |   2.000   | 8112.000 / 9480.0  |     3      |    1.9186e-09    |               |
|     4057     |   2.000   | 8114.000 / 9480.0  |     4      |    1.1640e-10    |               |
|     4058     |   2.000   | 8116.000 / 9480.0  |     3      |    1.9209e-09    |               |
|     4059     |   2.000   | 8118.000 / 9480.0  |     4      |    1.1442e-10    |               |
|     4060     |   2.000   | 8120.000 / 9480.0  |     3      |    1.9290e-09    |               |
|     4061     |   2.000   | 8122.000 / 9480.0  |     4      |    1.1424e-10    |               |
|     4062     |   2.000   | 8124.000 / 9480.0  |     3      |    1.9284e-09    |               |
|     4063     |   2.000   | 8126.000 / 9480.0  |     4      |    1.1475e-10    |               |
|     4064     |   2.000   | 8128.000 / 9480.0  |     3      |    1.9267e-09    |               |
|     4065     |   2.000   | 8130.000 / 9480.0  |     4      |    1.1515e-10    |               |
|     4066     |   2.000   | 8132.000 / 9480.0  |     3      |    1.9278e-09    |               |
|     4067     |   2.000   | 8134.000 / 9480.0  |     4      |    1.1513e-10    |               |
|     4068     |   2.000   | 8136.000 / 9480.0  |     3      |    1.9290e-09    |               |
|     4069     |   2.000   | 8138.000 / 9480.0  |     4      |    1.1900e-10    |               |
|     4070     |   2.000   | 8140.000 / 9480.0  |     3      |    1.9317e-09    |               |
|     4071     |   2.000   | 8142.000 / 9480.0  |     4      |    1.2002e-10    |               |
|     4072     |   2.000   | 8144.000 / 9480.0  |     3      |    1.9420e-09    |               |
|     4073     |   2.000   | 8146.000 / 9480.0  |     4      |    1.1938e-10    |               |
|     4074     |   2.000   | 8148.000 / 9480.0  |     3      |    1.9401e-09    |               |
|     4075     |   2.000   | 8150.000 / 9480.0  |     4      |    1.2123e-10    |               |
|     4076     |   2.000   | 8152.000 / 9480.0  |     3      |    1.9439e-09    |               |
|     4077     |   2.000   | 8154.000 / 9480.0  |     4      |    1.1380e-10    |               |
|     4078     |   2.000   | 8156.000 / 9480.0  |     3      |    1.9478e-09    |               |
|     4079     |   2.000   | 8158.000 / 9480.0  |     4      |    1.1738e-10    |               |
|     4080     |   2.000   | 8160.000 / 9480.0  |     3      |    1.9372e-09    |               |
|     4081     |   2.000   | 8162.000 / 9480.0  |     4      |    1.2195e-10    |               |
|     4082     |   2.000   | 8164.000 / 9480.0  |     3      |    1.9454e-09    |               |
|     4083     |   2.000   | 8166.000 / 9480.0  |     4      |    1.2184e-10    |               |
|     4084     |   2.000   | 8168.000 / 9480.0  |     3      |    1.9563e-09    |               |
|     4085     |   2.000   | 8170.000 / 9480.0  |     4      |    1.2178e-10    |               |
|     4086     |   2.000   | 8172.000 / 9480.0  |     3      |    1.9430e-09    |               |
|     4087     |   2.000   | 8174.000 / 9480.0  |     4      |    1.2425e-10    |               |
|     4088     |   2.000   | 8176.000 / 9480.0  |     3      |    1.9525e-09    |               |
|     4089     |   2.000   | 8178.000 / 9480.0  |     4      |    1.2637e-10    |               |
|     4090     |   2.000   | 8180.000 / 9480.0  |     3      |    1.9652e-09    |               |
|     4091     |   2.000   | 8182.000 / 9480.0  |     4      |    1.2859e-10    |               |
|     4092     |   2.000   | 8184.000 / 9480.0  |     3      |    1.9809e-09    |               |
|     4093     |   2.000   | 8186.000 / 9480.0  |     4      |    1.3082e-10    |               |
|     4094     |   2.000   | 8188.000 / 9480.0  |     3      |    2.0106e-09    |               |
|     4095     |   2.000   | 8190.000 / 9480.0  |     4      |    1.3305e-10    |               |
|     4096     |   2.000   | 8192.000 / 9480.0  |     3      |    2.0278e-09    |               |
|     4097     |   2.000   | 8194.000 / 9480.0  |     4      |    1.3471e-10    |               |
|     4098     |   2.000   | 8196.000 / 9480.0  |     3      |    2.0447e-09    |               |
|     4099     |   2.000   | 8198.000 / 9480.0  |     4      |    1.3760e-10    |               |
|     4100     |   2.000   | 8200.000 / 9480.0  |     3      |    2.0651e-09    |               |
|     4101     |   2.000   | 8202.000 / 9480.0  |     4      |    1.4069e-10    |               |
|     4102     |   2.000   | 8204.000 / 9480.0  |     3      |    2.0900e-09    |               |
|     4103     |   2.000   | 8206.000 / 9480.0  |     4      |    1.4389e-10    |               |
|     4104     |   2.000   | 8208.000 / 9480.0  |     3      |    2.1200e-09    |               |
|     4105     |   2.000   | 8210.000 / 9480.0  |     4      |    1.4768e-10    |               |
|     4106     |   2.000   | 8212.000 / 9480.0  |     3      |    2.1552e-09    |               |
|     4107     |   2.000   | 8214.000 / 9480.0  |     4      |    1.5183e-10    |               |
|     4108     |   2.000   | 8216.000 / 9480.0  |     3      |    2.1951e-09    |               |
|     4109     |   2.000   | 8218.000 / 9480.0  |     4      |    1.5608e-10    |               |
|     4110     |   2.000   | 8220.000 / 9480.0  |     3      |    2.2386e-09    |               |
|     4111     |   2.000   | 8222.000 / 9480.0  |     4      |    1.6079e-10    |               |
|     4112     |   2.000   | 8224.000 / 9480.0  |     3      |    2.2586e-09    |               |
|     4113     |   2.000   | 8226.000 / 9480.0  |     4      |    1.6604e-10    |               |
|     4114     |   2.000   | 8228.000 / 9480.0  |     3      |    2.3007e-09    |               |
|     4115     |   2.000   | 8230.000 / 9480.0  |     4      |    1.6777e-10    |               |
|     4116     |   2.000   | 8232.000 / 9480.0  |     3      |    2.3321e-09    |               |
|     4117     |   2.000   | 8234.000 / 9480.0  |     4      |    1.7058e-10    |               |
|     4118     |   2.000   | 8236.000 / 9480.0  |     3      |    2.3736e-09    |               |
|     4119     |   2.000   | 8238.000 / 9480.0  |     4      |    1.7693e-10    |               |
|     4120     |   2.000   | 8240.000 / 9480.0  |     3      |    2.4377e-09    |               |
|     4121     |   2.000   | 8242.000 / 9480.0  |     4      |    1.8609e-10    |               |
|     4122     |   2.000   | 8244.000 / 9480.0  |     3      |    2.5222e-09    |               |
|     4123     |   2.000   | 8246.000 / 9480.0  |     4      |    1.9723e-10    |               |
|     4124     |   2.000   | 8248.000 / 9480.0  |     3      |    2.6054e-09    |               |
|     4125     |   2.000   | 8250.000 / 9480.0  |     4      |    2.0453e-10    |               |
|     4126     |   2.000   | 8252.000 / 9480.0  |     3      |    2.7160e-09    |               |
|     4127     |   2.000   | 8254.000 / 9480.0  |     4      |    2.1981e-10    |               |
|     4128     |   2.000   | 8256.000 / 9480.0  |     3      |    2.8645e-09    |               |
|     4129     |   2.000   | 8258.000 / 9480.0  |     4      |    2.3844e-10    |               |
|     4130     |   2.000   | 8260.000 / 9480.0  |     3      |    3.0403e-09    |               |
|     4131     |   2.000   | 8262.000 / 9480.0  |     4      |    2.5943e-10    |               |
|     4132     |   2.000   | 8264.000 / 9480.0  |     3      |    3.2410e-09    |               |
|     4133     |   2.000   | 8266.000 / 9480.0  |     4      |    2.8447e-10    |               |
|     4134     |   2.000   | 8268.000 / 9480.0  |     3      |    3.4795e-09    |               |
|     4135     |   2.000   | 8270.000 / 9480.0  |     4      |    3.1528e-10    |               |
|     4136     |   2.000   | 8272.000 / 9480.0  |     3      |    3.7817e-09    |               |
|     4137     |   2.000   | 8274.000 / 9480.0  |     4      |    3.3013e-10    |               |
|     4138     |   2.000   | 8276.000 / 9480.0  |     3      |    3.6705e-09    |               |
|     4139     |   2.000   | 8278.000 / 9480.0  |     4      |    3.1979e-10    |               |
|     4140     |   2.000   | 8280.000 / 9480.0  |     3      |    3.8407e-09    |               |
|     4141     |   2.000   | 8282.000 / 9480.0  |     4      |    3.4676e-10    |               |
|     4142     |   2.000   | 8284.000 / 9480.0  |     3      |    4.0784e-09    |               |
|     4143     |   2.000   | 8286.000 / 9480.0  |     4      |    3.6282e-10    |               |
|     4144     |   2.000   | 8288.000 / 9480.0  |     3      |    4.0524e-09    |               |
|     4145     |   2.000   | 8290.000 / 9480.0  |     4      |    3.4765e-10    |               |
|     4146     |   2.000   | 8292.000 / 9480.0  |     3      |    3.9826e-09    |               |
|     4147     |   2.000   | 8294.000 / 9480.0  |     4      |    3.2075e-10    |               |
|     4148     |   2.000   | 8296.000 / 9480.0  |     3      |    3.3877e-09    |               |
|     4149     |   2.000   | 8298.000 / 9480.0  |     4      |    2.3460e-10    |               |
|     4150     |   2.000   | 8300.000 / 9480.0  |     3      |    2.8770e-09    |               |
|     4151     |   2.000   | 8302.000 / 9480.0  |     4      |    1.9380e-10    |               |
|     4152     |   2.000   | 8304.000 / 9480.0  |     3      |    2.6298e-09    |               |
|     4153     |   2.000   | 8306.000 / 9480.0  |     4      |    1.9457e-10    |               |
|     4154     |   2.000   | 8308.000 / 9480.0  |     3      |    2.5841e-09    |               |
|     4155     |   2.000   | 8310.000 / 9480.0  |     4      |    1.8011e-10    |               |
|     4156     |   2.000   | 8312.000 / 9480.0  |     3      |    2.4307e-09    |               |
|     4157     |   2.000   | 8314.000 / 9480.0  |     4      |    1.6551e-10    |               |
|     4158     |   2.000   | 8316.000 / 9480.0  |     3      |    2.3665e-09    |               |
|     4159     |   2.000   | 8318.000 / 9480.0  |     4      |    1.7764e-10    |               |
|     4160     |   2.000   | 8320.000 / 9480.0  |     3      |    2.3890e-09    |               |
|     4161     |   2.000   | 8322.000 / 9480.0  |     4      |    1.7643e-10    |               |
|     4162     |   2.000   | 8324.000 / 9480.0  |     3      |    2.3899e-09    |               |
|     4163     |   2.000   | 8326.000 / 9480.0  |     4      |    1.7436e-10    |               |
|     4164     |   2.000   | 8328.000 / 9480.0  |     3      |    2.4098e-09    |               |
|     4165     |   2.000   | 8330.000 / 9480.0  |     4      |    1.8336e-10    |               |
|     4166     |   2.000   | 8332.000 / 9480.0  |     3      |    2.4400e-09    |               |
|     4167     |   2.000   | 8334.000 / 9480.0  |     4      |    1.8196e-10    |               |
|     4168     |   2.000   | 8336.000 / 9480.0  |     3      |    2.3755e-09    |               |
|     4169     |   2.000   | 8338.000 / 9480.0  |     4      |    1.6519e-10    |               |
|     4170     |   2.000   | 8340.000 / 9480.0  |     3      |    2.3283e-09    |               |
|     4171     |   2.000   | 8342.000 / 9480.0  |     4      |    1.6585e-10    |               |
|     4172     |   2.000   | 8344.000 / 9480.0  |     3      |    2.2750e-09    |               |
|     4173     |   2.000   | 8346.000 / 9480.0  |     4      |    1.4320e-10    |               |
|     4174     |   2.000   | 8348.000 / 9480.0  |     3      |    2.2170e-09    |               |
|     4175     |   2.000   | 8350.000 / 9480.0  |     4      |    1.3816e-10    |               |
|     4176     |   2.000   | 8352.000 / 9480.0  |     3      |    2.1739e-09    |               |
|     4177     |   2.000   | 8354.000 / 9480.0  |     4      |    1.4004e-10    |               |
|     4178     |   2.000   | 8356.000 / 9480.0  |     3      |    2.1278e-09    |               |
|     4179     |   2.000   | 8358.000 / 9480.0  |     4      |    1.2509e-10    |               |
|     4180     |   2.000   | 8360.000 / 9480.0  |     3      |    2.0633e-09    |               |
|     4181     |   2.000   | 8362.000 / 9480.0  |     4      |    1.1806e-10    |               |
|     4182     |   2.000   | 8364.000 / 9480.0  |     3      |    2.0159e-09    |               |
|     4183     |   2.000   | 8366.000 / 9480.0  |     4      |    1.1221e-10    |               |
|     4184     |   2.000   | 8368.000 / 9480.0  |     3      |    1.9676e-09    |               |
|     4185     |   2.000   | 8370.000 / 9480.0  |     4      |    1.0860e-10    |               |
|     4186     |   2.000   | 8372.000 / 9480.0  |     3      |    1.9413e-09    |               |
|     4187     |   2.000   | 8374.000 / 9480.0  |     4      |    1.0536e-10    |               |
|     4188     |   2.000   | 8376.000 / 9480.0  |     3      |    1.9291e-09    |               |
|     4189     |   2.000   | 8378.000 / 9480.0  |     4      |    1.0240e-10    |               |
|     4190     |   2.000   | 8380.000 / 9480.0  |     3      |    1.9273e-09    |               |
|     4191     |   2.000   | 8382.000 / 9480.0  |     4      |    1.0017e-10    |               |
|     4192     |   2.000   | 8384.000 / 9480.0  |     3      |    1.9339e-09    |               |
|     4193     |   2.000   | 8386.000 / 9480.0  |     4      |    9.8282e-11    |               |
|     4194     |   2.000   | 8388.000 / 9480.0  |     3      |    1.9478e-09    |               |
|     4195     |   2.000   | 8390.000 / 9480.0  |     4      |    9.6974e-11    |               |
