
+===============================================================================================+
|   ____    _    _____ _____   ___ _   _    ____    ___     _______         ____    ___   ___   |
|  / ___|  / \  |  ___| ____| |_ _| \ | |  / ___|  / \ \   / / ____| __   _|___ \  / _ \ / _ \  |
|  \___ \ / _ \ | |_  |  _|    | ||  \| | | |     / _ \ \ / /|  _|   \ \ / / __) || | | | | | | |
|   ___) / ___ \|  _| | |___   | || |\  | | |___ / ___ \ V / | |___   \ V / / __/ | |_| | |_| | |
|  |____/_/   \_\_|   |_____| |___|_| \_|  \____/_/   \_\_/  |_____|   \_/ |_____(_)___(_)___/  |
|                                                                                               |
+===============================================================================================+
|                                                                                               |
| Mesh info:                                                                                    |
+---------------+------------+------------------------------------------+-----------------------+
| # of elements | # of nodes | Location                                 |                       |
+---------------+------------+------------------------------------------+-----------------------+
| 32839         | 7474       | ../../../../grids/cavern_regular_1200_3D |                       |
+---------------+------------+------------------------------------------+-----------------------+
|                                                                                               |
| Partition(s) info:                                                                            |
+-------------+---------------+------------+----------------------------------------------------+
| Partition # | # of elements | # of nodes |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|      1      |     32839     |    7474    |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|                                                                                               |
| Solver info:                                                                                  |
+----------+---------+----------+--------+------------------------------------------------------+
| KSP_type | PC_type |   rtol   | max_it |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|    cg    |   asm   | 1.0e-10  |  100   |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|                                                                                               |
| Constitutive model:                                                                           |
+---------------+--------------------------------------------------+----------------------------+
| Element type  | List of elements                                 |                            |
+---------------+--------------------------------------------------+----------------------------+
| elastic       | spring                                           |                            |
| non-elastic   | kelvin, creep_dislocation, creep_pressure, desai |                            |
| thermoelastic |                                                  |                            |
+---------------+--------------------------------------------------+----------------------------+
|                                                                                               |
| Output info:                                                                                  |
+--------------------+------------------+-------------------------+-----------------------------+
| Location           | Field name       | Label name              |                             |
+--------------------+------------------+-------------------------+-----------------------------+
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | u                | Displacement (m)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | eps_tot          | Total strain (-)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | eps_vp           | Viscoplastic strain (-)|
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | alpha            | Hardening parameter (-)|
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | Fvp              | Yield function (-)     |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | p_elems          | Mean stress (Pa)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | q_elems          | Von Mises stress (Pa)  |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | sig              | Stress (Pa)            |
+--------------------+------------------+-------------------------+-----------------------------+
|                                                                                               |
+--------------+-----------+--------------------+------------+------------------+---------------+
| Step counter | dt (hour) | t / t_final (hour) | # of iters | Non-linear error |               |
|     876      |   0.200   | 1670.400 / 9480.0  |     3      |    1.1290e-09    |               |
|     877      |   0.200   | 1670.600 / 9480.0  |     3      |    6.4328e-11    |               |
|     878      |   0.200   | 1670.800 / 9480.0  |     3      |    2.8825e-09    |               |
|     879      |   0.200   | 1671.000 / 9480.0  |     3      |    1.5659e-10    |               |
|     880      |   0.200   | 1671.200 / 9480.0  |     3      |    6.2059e-09    |               |
|     881      |   0.200   | 1671.400 / 9480.0  |     3      |    3.0947e-10    |               |
|     882      |   0.200   | 1671.600 / 9480.0  |     4      |    5.1606e-11    |               |
|     883      |   0.200   | 1671.800 / 9480.0  |     4      |    2.8554e-09    |               |
|     884      |   0.200   | 1672.000 / 9480.0  |     9      |    1.5116e-09    |               |
|     885      |   2.000   | 1674.000 / 9480.0  |     9      |    3.8149e-09    |               |
|     886      |   2.000   | 1676.000 / 9480.0  |     7      |    4.0969e-09    |               |
|     887      |   0.500   | 1676.500 / 9480.0  |     4      |    2.0679e-09    |               |
|     888      |   0.500   | 1677.000 / 9480.0  |     4      |    7.1978e-10    |               |
|     889      |   0.500   | 1677.500 / 9480.0  |     4      |    3.4391e-10    |               |
|     890      |   0.500   | 1678.000 / 9480.0  |     3      |    9.5823e-09    |               |
|     891      |   0.500   | 1678.500 / 9480.0  |     3      |    4.8200e-09    |               |
|     892      |   0.500   | 1679.000 / 9480.0  |     3      |    7.0679e-09    |               |
|     893      |   0.500   | 1679.500 / 9480.0  |     3      |    3.2365e-09    |               |
|     894      |   0.500   | 1680.000 / 9480.0  |     3      |    6.2503e-09    |               |
|     895      |   0.500   | 1680.500 / 9480.0  |     3      |    2.6574e-09    |               |
|     896      |   0.500   | 1681.000 / 9480.0  |     3      |    5.6369e-09    |               |
|     897      |   0.500   | 1681.500 / 9480.0  |     3      |    2.4321e-09    |               |
|     898      |   1.000   | 1682.500 / 9480.0  |     4      |    4.9196e-11    |               |
|     899      |   1.000   | 1683.500 / 9480.0  |     3      |    9.0235e-09    |               |
|     900      |   1.000   | 1684.500 / 9480.0  |     4      |    2.4944e-11    |               |
|     901      |   1.000   | 1685.500 / 9480.0  |     3      |    8.2818e-09    |               |
|     902      |   1.000   | 1686.500 / 9480.0  |     4      |    2.0199e-11    |               |
|     903      |   1.000   | 1687.500 / 9480.0  |     3      |    7.7202e-09    |               |
|     904      |   1.000   | 1688.500 / 9480.0  |     4      |    1.8538e-11    |               |
|     905      |   1.000   | 1689.500 / 9480.0  |     3      |    7.2105e-09    |               |
|     906      |   1.000   | 1690.500 / 9480.0  |     4      |    1.7946e-11    |               |
|     907      |   1.000   | 1691.500 / 9480.0  |     3      |    6.7405e-09    |               |
|     908      |   1.000   | 1692.500 / 9480.0  |     4      |    1.8352e-11    |               |
|     909      |   1.000   | 1693.500 / 9480.0  |     3      |    6.3168e-09    |               |
|     910      |   1.000   | 1694.500 / 9480.0  |     3      |    9.0824e-09    |               |
|     911      |   1.000   | 1695.500 / 9480.0  |     3      |    5.9375e-09    |               |
|     912      |   1.000   | 1696.500 / 9480.0  |     3      |    8.0901e-09    |               |
|     913      |   1.000   | 1697.500 / 9480.0  |     3      |    5.5931e-09    |               |
|     914      |   1.000   | 1698.500 / 9480.0  |     3      |    7.2518e-09    |               |
|     915      |   1.000   | 1699.500 / 9480.0  |     3      |    5.2516e-09    |               |
|     916      |   1.000   | 1700.500 / 9480.0  |     3      |    6.5155e-09    |               |
|     917      |   1.000   | 1701.500 / 9480.0  |     3      |    4.9418e-09    |               |
|     918      |   1.000   | 1702.500 / 9480.0  |     3      |    5.8881e-09    |               |
|     919      |   1.000   | 1703.500 / 9480.0  |     3      |    4.6598e-09    |               |
|     920      |   1.000   | 1704.500 / 9480.0  |     3      |    5.3461e-09    |               |
|     921      |   1.000   | 1705.500 / 9480.0  |     3      |    4.3984e-09    |               |
|     922      |   1.000   | 1706.500 / 9480.0  |     3      |    4.8715e-09    |               |
|     923      |   1.000   | 1707.500 / 9480.0  |     3      |    4.1572e-09    |               |
|     924      |   1.000   | 1708.500 / 9480.0  |     3      |    4.4483e-09    |               |
|     925      |   1.000   | 1709.500 / 9480.0  |     3      |    3.9084e-09    |               |
|     926      |   1.000   | 1710.500 / 9480.0  |     3      |    4.0742e-09    |               |
|     927      |   1.000   | 1711.500 / 9480.0  |     3      |    3.6847e-09    |               |
|     928      |   1.000   | 1712.500 / 9480.0  |     3      |    3.7428e-09    |               |
|     929      |   1.000   | 1713.500 / 9480.0  |     3      |    3.4784e-09    |               |
|     930      |   1.000   | 1714.500 / 9480.0  |     3      |    3.4481e-09    |               |
|     931      |   2.000   | 1716.500 / 9480.0  |     4      |    3.5184e-10    |               |
|     932      |   2.000   | 1718.500 / 9480.0  |     4      |    4.4938e-10    |               |
|     933      |   2.000   | 1720.500 / 9480.0  |     4      |    3.2378e-10    |               |
|     934      |   2.000   | 1722.500 / 9480.0  |     4      |    2.7030e-10    |               |
|     935      |   2.000   | 1724.500 / 9480.0  |     4      |    2.9980e-10    |               |
|     936      |   2.000   | 1726.500 / 9480.0  |     4      |    2.5121e-10    |               |
|     937      |   2.000   | 1728.500 / 9480.0  |     4      |    2.9919e-10    |               |
|     938      |   2.000   | 1730.500 / 9480.0  |     4      |    2.9270e-10    |               |
|     939      |   2.000   | 1732.500 / 9480.0  |     4      |    4.6351e-10    |               |
|     940      |   2.000   | 1734.500 / 9480.0  |     4      |    5.0355e-10    |               |
|     941      |   2.000   | 1736.500 / 9480.0  |     4      |    6.9269e-10    |               |
|     942      |   2.000   | 1738.500 / 9480.0  |     4      |    6.3296e-10    |               |
|     943      |   2.000   | 1740.500 / 9480.0  |     4      |    7.5005e-10    |               |
|     944      |   2.000   | 1742.500 / 9480.0  |     4      |    6.1743e-10    |               |
|     945      |   2.000   | 1744.500 / 9480.0  |     4      |    7.0220e-10    |               |
|     946      |   2.000   | 1746.500 / 9480.0  |     4      |    5.4860e-10    |               |
|     947      |   2.000   | 1748.500 / 9480.0  |     4      |    6.3055e-10    |               |
|     948      |   2.000   | 1750.500 / 9480.0  |     4      |    4.7527e-10    |               |
|     949      |   2.000   | 1752.500 / 9480.0  |     4      |    5.6059e-10    |               |
|     950      |   2.000   | 1754.500 / 9480.0  |     4      |    4.0704e-10    |               |
|     951      |   2.000   | 1756.500 / 9480.0  |     4      |    4.9453e-10    |               |
|     952      |   2.000   | 1758.500 / 9480.0  |     4      |    3.4474e-10    |               |
|     953      |   2.000   | 1760.500 / 9480.0  |     4      |    4.3387e-10    |               |
|     954      |   2.000   | 1762.500 / 9480.0  |     4      |    2.9025e-10    |               |
|     955      |   2.000   | 1764.500 / 9480.0  |     4      |    3.8274e-10    |               |
|     956      |   2.000   | 1766.500 / 9480.0  |     3      |    9.3295e-09    |               |
|     957      |   2.000   | 1768.500 / 9480.0  |     4      |    3.7207e-10    |               |
|     958      |   2.000   | 1770.500 / 9480.0  |     3      |    8.3051e-09    |               |
|     959      |   2.000   | 1772.500 / 9480.0  |     4      |    3.1768e-10    |               |
|     960      |   2.000   | 1774.500 / 9480.0  |     3      |    7.4210e-09    |               |
|     961      |   2.000   | 1776.500 / 9480.0  |     4      |    2.9129e-10    |               |
|     962      |   2.000   | 1778.500 / 9480.0  |     3      |    6.5501e-09    |               |
|     963      |   2.000   | 1780.500 / 9480.0  |     4      |    2.6463e-10    |               |
|     964      |   2.000   | 1782.500 / 9480.0  |     3      |    5.6963e-09    |               |
|     965      |   2.000   | 1784.500 / 9480.0  |     3      |    9.9476e-09    |               |
|     966      |   2.000   | 1786.500 / 9480.0  |     3      |    4.9158e-09    |               |
|     967      |   2.000   | 1788.500 / 9480.0  |     3      |    9.3224e-09    |               |
|     968      |   2.000   | 1790.500 / 9480.0  |     3      |    4.2550e-09    |               |
|     969      |   2.000   | 1792.500 / 9480.0  |     3      |    8.8505e-09    |               |
|     970      |   2.000   | 1794.500 / 9480.0  |     3      |    3.7802e-09    |               |
|     971      |   2.000   | 1796.500 / 9480.0  |     3      |    8.4861e-09    |               |
|     972      |   2.000   | 1798.500 / 9480.0  |     3      |    3.4387e-09    |               |
|     973      |   2.000   | 1800.500 / 9480.0  |     3      |    8.1171e-09    |               |
|     974      |   2.000   | 1802.500 / 9480.0  |     3      |    3.1135e-09    |               |
|     975      |   2.000   | 1804.500 / 9480.0  |     3      |    7.6976e-09    |               |
|     976      |   2.000   | 1806.500 / 9480.0  |     3      |    2.7765e-09    |               |
|     977      |   2.000   | 1808.500 / 9480.0  |     3      |    7.2514e-09    |               |
|     978      |   2.000   | 1810.500 / 9480.0  |     3      |    2.4528e-09    |               |
|     979      |   2.000   | 1812.500 / 9480.0  |     3      |    6.8063e-09    |               |
|     980      |   2.000   | 1814.500 / 9480.0  |     3      |    2.1633e-09    |               |
|     981      |   2.000   | 1816.500 / 9480.0  |     3      |    6.3824e-09    |               |
|     982      |   2.000   | 1818.500 / 9480.0  |     3      |    1.9242e-09    |               |
|     983      |   2.000   | 1820.500 / 9480.0  |     3      |    5.9911e-09    |               |
|     984      |   2.000   | 1822.500 / 9480.0  |     3      |    1.7422e-09    |               |
|     985      |   2.000   | 1824.500 / 9480.0  |     3      |    5.6365e-09    |               |
|     986      |   2.000   | 1826.500 / 9480.0  |     3      |    1.6164e-09    |               |
|     987      |   2.000   | 1828.500 / 9480.0  |     3      |    5.3181e-09    |               |
|     988      |   2.000   | 1830.500 / 9480.0  |     3      |    1.5383e-09    |               |
|     989      |   2.000   | 1832.500 / 9480.0  |     3      |    5.0329e-09    |               |
|     990      |   2.000   | 1834.500 / 9480.0  |     3      |    1.4980e-09    |               |
|     991      |   2.000   | 1836.500 / 9480.0  |     3      |    4.7799e-09    |               |
|     992      |   2.000   | 1838.500 / 9480.0  |     3      |    1.4857e-09    |               |
|     993      |   2.000   | 1840.500 / 9480.0  |     3      |    4.5595e-09    |               |
|     994      |   2.000   | 1842.500 / 9480.0  |     3      |    1.4937e-09    |               |
|     995      |   2.000   | 1844.500 / 9480.0  |     3      |    4.3676e-09    |               |
|     996      |   2.000   | 1846.500 / 9480.0  |     3      |    1.5133e-09    |               |
|     997      |   2.000   | 1848.500 / 9480.0  |     3      |    4.1970e-09    |               |
|     998      |   2.000   | 1850.500 / 9480.0  |     3      |    1.5392e-09    |               |
|     999      |   2.000   | 1852.500 / 9480.0  |     3      |    4.0397e-09    |               |
|     1000     |   2.000   | 1854.500 / 9480.0  |     3      |    1.5663e-09    |               |
|     1001     |   2.000   | 1856.500 / 9480.0  |     3      |    3.8902e-09    |               |
|     1002     |   2.000   | 1858.500 / 9480.0  |     3      |    1.5926e-09    |               |
|     1003     |   2.000   | 1860.500 / 9480.0  |     3      |    3.7464e-09    |               |
|     1004     |   2.000   | 1862.500 / 9480.0  |     3      |    1.6162e-09    |               |
|     1005     |   2.000   | 1864.500 / 9480.0  |     3      |    3.6081e-09    |               |
|     1006     |   2.000   | 1866.500 / 9480.0  |     3      |    1.6357e-09    |               |
|     1007     |   2.000   | 1868.500 / 9480.0  |     3      |    3.4750e-09    |               |
|     1008     |   2.000   | 1870.500 / 9480.0  |     3      |    1.6505e-09    |               |
|     1009     |   2.000   | 1872.500 / 9480.0  |     3      |    3.3474e-09    |               |
|     1010     |   2.000   | 1874.500 / 9480.0  |     3      |    1.6601e-09    |               |
|     1011     |   2.000   | 1876.500 / 9480.0  |     3      |    3.2248e-09    |               |
|     1012     |   2.000   | 1878.500 / 9480.0  |     3      |    1.6650e-09    |               |
|     1013     |   2.000   | 1880.500 / 9480.0  |     3      |    3.1070e-09    |               |
|     1014     |   2.000   | 1882.500 / 9480.0  |     3      |    1.6652e-09    |               |
|     1015     |   2.000   | 1884.500 / 9480.0  |     3      |    2.9939e-09    |               |
|     1016     |   2.000   | 1886.500 / 9480.0  |     3      |    1.6611e-09    |               |
|     1017     |   2.000   | 1888.500 / 9480.0  |     3      |    2.8855e-09    |               |
|     1018     |   2.000   | 1890.500 / 9480.0  |     3      |    1.6527e-09    |               |
|     1019     |   2.000   | 1892.500 / 9480.0  |     3      |    2.7811e-09    |               |
|     1020     |   2.000   | 1894.500 / 9480.0  |     3      |    1.6407e-09    |               |
|     1021     |   2.000   | 1896.500 / 9480.0  |     3      |    2.6811e-09    |               |
|     1022     |   2.000   | 1898.500 / 9480.0  |     3      |    1.6255e-09    |               |
|     1023     |   2.000   | 1900.500 / 9480.0  |     3      |    2.5851e-09    |               |
|     1024     |   2.000   | 1902.500 / 9480.0  |     3      |    1.6076e-09    |               |
|     1025     |   2.000   | 1904.500 / 9480.0  |     3      |    2.4929e-09    |               |
|     1026     |   2.000   | 1906.500 / 9480.0  |     3      |    1.5874e-09    |               |
|     1027     |   2.000   | 1908.500 / 9480.0  |     3      |    2.4045e-09    |               |
|     1028     |   2.000   | 1910.500 / 9480.0  |     3      |    1.5650e-09    |               |
|     1029     |   2.000   | 1912.500 / 9480.0  |     3      |    2.3202e-09    |               |
|     1030     |   2.000   | 1914.500 / 9480.0  |     3      |    1.5412e-09    |               |
|     1031     |   2.000   | 1916.500 / 9480.0  |     3      |    2.2394e-09    |               |
|     1032     |   2.000   | 1918.500 / 9480.0  |     3      |    1.5160e-09    |               |
|     1033     |   2.000   | 1920.500 / 9480.0  |     3      |    2.1622e-09    |               |
|     1034     |   2.000   | 1922.500 / 9480.0  |     3      |    1.4898e-09    |               |
|     1035     |   2.000   | 1924.500 / 9480.0  |     3      |    2.0885e-09    |               |
|     1036     |   2.000   | 1926.500 / 9480.0  |     3      |    1.4630e-09    |               |
|     1037     |   2.000   | 1928.500 / 9480.0  |     3      |    2.0182e-09    |               |
|     1038     |   2.000   | 1930.500 / 9480.0  |     3      |    1.4358e-09    |               |
|     1039     |   2.000   | 1932.500 / 9480.0  |     3      |    2.2885e-09    |               |
|     1040     |   2.000   | 1934.500 / 9480.0  |     3      |    1.3333e-09    |               |
|     1041     |   2.000   | 1936.500 / 9480.0  |     3      |    3.0288e-09    |               |
|     1042     |   2.000   | 1938.500 / 9480.0  |     3      |    1.6236e-09    |               |
|     1043     |   2.000   | 1940.500 / 9480.0  |     3      |    2.6985e-09    |               |
|     1044     |   2.000   | 1942.500 / 9480.0  |     3      |    1.5287e-09    |               |
|     1045     |   2.000   | 1944.500 / 9480.0  |     3      |    2.4539e-09    |               |
|     1046     |   2.000   | 1946.500 / 9480.0  |     3      |    1.4436e-09    |               |
|     1047     |   2.000   | 1948.500 / 9480.0  |     3      |    2.2619e-09    |               |
|     1048     |   2.000   | 1950.500 / 9480.0  |     3      |    1.3681e-09    |               |
|     1049     |   2.000   | 1952.500 / 9480.0  |     3      |    2.1056e-09    |               |
|     1050     |   2.000   | 1954.500 / 9480.0  |     3      |    1.3011e-09    |               |
|     1051     |   2.000   | 1956.500 / 9480.0  |     3      |    1.9750e-09    |               |
|     1052     |   2.000   | 1958.500 / 9480.0  |     3      |    1.2417e-09    |               |
|     1053     |   2.000   | 1960.500 / 9480.0  |     3      |    1.8637e-09    |               |
|     1054     |   2.000   | 1962.500 / 9480.0  |     3      |    1.1887e-09    |               |
|     1055     |   2.000   | 1964.500 / 9480.0  |     3      |    1.7675e-09    |               |
|     1056     |   2.000   | 1966.500 / 9480.0  |     3      |    1.1412e-09    |               |
|     1057     |   2.000   | 1968.500 / 9480.0  |     3      |    1.6833e-09    |               |
|     1058     |   2.000   | 1970.500 / 9480.0  |     3      |    1.0985e-09    |               |
|     1059     |   2.000   | 1972.500 / 9480.0  |     3      |    1.6089e-09    |               |
|     1060     |   2.000   | 1974.500 / 9480.0  |     3      |    1.0600e-09    |               |
|     1061     |   2.000   | 1976.500 / 9480.0  |     3      |    1.5426e-09    |               |
|     1062     |   2.000   | 1978.500 / 9480.0  |     3      |    1.0252e-09    |               |
|     1063     |   2.000   | 1980.500 / 9480.0  |     3      |    1.4833e-09    |               |
|     1064     |   2.000   | 1982.500 / 9480.0  |     3      |    9.9355e-10    |               |
|     1065     |   2.000   | 1984.500 / 9480.0  |     3      |    1.4296e-09    |               |
|     1066     |   2.000   | 1986.500 / 9480.0  |     3      |    9.6481e-10    |               |
|     1067     |   2.000   | 1988.500 / 9480.0  |     3      |    1.3809e-09    |               |
|     1068     |   2.000   | 1990.500 / 9480.0  |     3      |    9.3854e-10    |               |
|     1069     |   2.000   | 1992.500 / 9480.0  |     3      |    1.3365e-09    |               |
|     1070     |   2.000   | 1994.500 / 9480.0  |     3      |    9.1455e-10    |               |
|     1071     |   2.000   | 1996.500 / 9480.0  |     3      |    1.2958e-09    |               |
|     1072     |   2.000   | 1998.500 / 9480.0  |     3      |    8.9252e-10    |               |
|     1073     |   2.000   | 2000.500 / 9480.0  |     3      |    1.2585e-09    |               |
|     1074     |   2.000   | 2002.500 / 9480.0  |     3      |    8.7229e-10    |               |
|     1075     |   2.000   | 2004.500 / 9480.0  |     3      |    1.2240e-09    |               |
|     1076     |   2.000   | 2006.500 / 9480.0  |     3      |    8.5371e-10    |               |
|     1077     |   2.000   | 2008.500 / 9480.0  |     3      |    1.1922e-09    |               |
|     1078     |   2.000   | 2010.500 / 9480.0  |     3      |    8.3654e-10    |               |
|     1079     |   2.000   | 2012.500 / 9480.0  |     3      |    1.1627e-09    |               |
|     1080     |   2.000   | 2014.500 / 9480.0  |     3      |    8.2071e-10    |               |
|     1081     |   2.000   | 2016.500 / 9480.0  |     3      |    1.1352e-09    |               |
|     1082     |   2.000   | 2018.500 / 9480.0  |     3      |    8.0605e-10    |               |
|     1083     |   2.000   | 2020.500 / 9480.0  |     3      |    1.1097e-09    |               |
|     1084     |   2.000   | 2022.500 / 9480.0  |     3      |    7.9250e-10    |               |
|     1085     |   2.000   | 2024.500 / 9480.0  |     3      |    1.0857e-09    |               |
|     1086     |   2.000   | 2026.500 / 9480.0  |     3      |    7.7996e-10    |               |
|     1087     |   2.000   | 2028.500 / 9480.0  |     3      |    1.0634e-09    |               |
|     1088     |   2.000   | 2030.500 / 9480.0  |     3      |    7.6827e-10    |               |
|     1089     |   2.000   | 2032.500 / 9480.0  |     3      |    1.0425e-09    |               |
|     1090     |   2.000   | 2034.500 / 9480.0  |     3      |    7.5745e-10    |               |
|     1091     |   2.000   | 2036.500 / 9480.0  |     3      |    1.0228e-09    |               |
|     1092     |   2.000   | 2038.500 / 9480.0  |     3      |    7.4737e-10    |               |
|     1093     |   2.000   | 2040.500 / 9480.0  |     3      |    1.0043e-09    |               |
|     1094     |   2.000   | 2042.500 / 9480.0  |     3      |    7.3797e-10    |               |
|     1095     |   2.000   | 2044.500 / 9480.0  |     3      |    9.8692e-10    |               |
|     1096     |   2.000   | 2046.500 / 9480.0  |     3      |    7.2923e-10    |               |
|     1097     |   2.000   | 2048.500 / 9480.0  |     3      |    9.7054e-10    |               |
|     1098     |   2.000   | 2050.500 / 9480.0  |     3      |    7.2106e-10    |               |
|     1099     |   2.000   | 2052.500 / 9480.0  |     3      |    9.5503e-10    |               |
|     1100     |   2.000   | 2054.500 / 9480.0  |     3      |    7.1346e-10    |               |
|     1101     |   2.000   | 2056.500 / 9480.0  |     3      |    9.4038e-10    |               |
|     1102     |   2.000   | 2058.500 / 9480.0  |     3      |    7.0633e-10    |               |
|     1103     |   2.000   | 2060.500 / 9480.0  |     3      |    9.2655e-10    |               |
|     1104     |   2.000   | 2062.500 / 9480.0  |     3      |    6.9968e-10    |               |
|     1105     |   2.000   | 2064.500 / 9480.0  |     3      |    9.1341e-10    |               |
|     1106     |   2.000   | 2066.500 / 9480.0  |     3      |    6.9346e-10    |               |
|     1107     |   2.000   | 2068.500 / 9480.0  |     3      |    9.0098e-10    |               |
|     1108     |   2.000   | 2070.500 / 9480.0  |     3      |    6.8763e-10    |               |
|     1109     |   2.000   | 2072.500 / 9480.0  |     3      |    8.8915e-10    |               |
|     1110     |   2.000   | 2074.500 / 9480.0  |     3      |    7.9941e-10    |               |
|     1111     |   2.000   | 2076.500 / 9480.0  |     3      |    8.7795e-10    |               |
|     1112     |   2.000   | 2078.500 / 9480.0  |     3      |    7.9423e-10    |               |
|     1113     |   2.000   | 2080.500 / 9480.0  |     3      |    9.6664e-10    |               |
|     1114     |   2.000   | 2082.500 / 9480.0  |     3      |    6.7251e-10    |               |
|     1115     |   2.000   | 2084.500 / 9480.0  |     3      |    9.5687e-10    |               |
|     1116     |   2.000   | 2086.500 / 9480.0  |     3      |    6.6798e-10    |               |
|     1117     |   2.000   | 2088.500 / 9480.0  |     3      |    9.4752e-10    |               |
|     1118     |   2.000   | 2090.500 / 9480.0  |     3      |    6.6372e-10    |               |
|     1119     |   2.000   | 2092.500 / 9480.0  |     3      |    8.3853e-10    |               |
|     1120     |   2.000   | 2094.500 / 9480.0  |     3      |    6.5972e-10    |               |
|     1121     |   2.000   | 2096.500 / 9480.0  |     3      |    8.2976e-10    |               |
|     1122     |   2.000   | 2098.500 / 9480.0  |     3      |    6.5596e-10    |               |
|     1123     |   2.000   | 2100.500 / 9480.0  |     3      |    8.2136e-10    |               |
|     1124     |   2.000   | 2102.500 / 9480.0  |     3      |    6.5241e-10    |               |
|     1125     |   2.000   | 2104.500 / 9480.0  |     3      |    8.1335e-10    |               |
|     1126     |   2.000   | 2106.500 / 9480.0  |     3      |    6.4907e-10    |               |
|     1127     |   2.000   | 2108.500 / 9480.0  |     3      |    8.0571e-10    |               |
|     1128     |   2.000   | 2110.500 / 9480.0  |     3      |    6.4591e-10    |               |
|     1129     |   2.000   | 2112.500 / 9480.0  |     3      |    7.9837e-10    |               |
|     1130     |   2.000   | 2114.500 / 9480.0  |     3      |    6.4296e-10    |               |
|     1131     |   2.000   | 2116.500 / 9480.0  |     3      |    7.9138e-10    |               |
|     1132     |   2.000   | 2118.500 / 9480.0  |     3      |    6.4015e-10    |               |
|     1133     |   2.000   | 2120.500 / 9480.0  |     3      |    7.8467e-10    |               |
|     1134     |   1.000   | 2121.500 / 9480.0  |     3      |    1.6497e-10    |               |
|     1135     |   0.500   | 2122.000 / 9480.0  |     3      |    4.5063e-11    |               |
|     1136     |   0.200   | 2122.200 / 9480.0  |     3      |    1.1192e-11    |               |
|     1137     |   0.200   | 2122.400 / 9480.0  |     3      |    6.8017e-10    |               |
|     1138     |   0.200   | 2122.600 / 9480.0  |     3      |    3.7883e-11    |               |
|     1139     |   0.200   | 2122.800 / 9480.0  |     3      |    1.7894e-09    |               |
|     1140     |   0.200   | 2123.000 / 9480.0  |     3      |    9.9722e-11    |               |
|     1141     |   0.200   | 2123.200 / 9480.0  |     3      |    4.0618e-09    |               |
|     1142     |   0.200   | 2123.400 / 9480.0  |     3      |    2.1643e-10    |               |
|     1143     |   0.200   | 2123.600 / 9480.0  |     3      |    8.1081e-09    |               |
|     1144     |   0.200   | 2123.800 / 9480.0  |     3      |    4.2245e-10    |               |
|     1145     |   0.200   | 2124.000 / 9480.0  |     4      |    3.0282e-11    |               |
|     1146     |   2.000   | 2126.000 / 9480.0  |     4      |    4.8455e-10    |               |
|     1147     |   1.000   | 2127.000 / 9480.0  |     3      |    7.7739e-09    |               |
|     1148     |   1.000   | 2128.000 / 9480.0  |     4      |    2.1021e-11    |               |
|     1149     |   1.000   | 2129.000 / 9480.0  |     3      |    7.3275e-09    |               |
|     1150     |   1.000   | 2130.000 / 9480.0  |     4      |    1.1627e-11    |               |
|     1151     |   1.000   | 2131.000 / 9480.0  |     3      |    7.1425e-09    |               |
|     1152     |   1.000   | 2132.000 / 9480.0  |     4      |    5.9182e-12    |               |
|     1153     |   1.000   | 2133.000 / 9480.0  |     3      |    6.8623e-09    |               |
|     1154     |   1.000   | 2134.000 / 9480.0  |     4      |    4.0673e-12    |               |
|     1155     |   1.000   | 2135.000 / 9480.0  |     3      |    6.5092e-09    |               |
|     1156     |   1.000   | 2136.000 / 9480.0  |     4      |    2.6829e-12    |               |
|     1157     |   1.000   | 2137.000 / 9480.0  |     3      |    6.1184e-09    |               |
|     1158     |   1.000   | 2138.000 / 9480.0  |     4      |    1.9806e-12    |               |
|     1159     |   1.000   | 2139.000 / 9480.0  |     3      |    5.7112e-09    |               |
|     1160     |   1.000   | 2140.000 / 9480.0  |     4      |    1.4771e-12    |               |
|     1161     |   1.000   | 2141.000 / 9480.0  |     3      |    5.3037e-09    |               |
|     1162     |   1.000   | 2142.000 / 9480.0  |     3      |    8.8392e-09    |               |
|     1163     |   1.000   | 2143.000 / 9480.0  |     3      |    4.9062e-09    |               |
|     1164     |   1.000   | 2144.000 / 9480.0  |     3      |    7.7953e-09    |               |
|     1165     |   1.000   | 2145.000 / 9480.0  |     3      |    4.5258e-09    |               |
|     1166     |   1.000   | 2146.000 / 9480.0  |     3      |    6.8950e-09    |               |
|     1167     |   1.000   | 2147.000 / 9480.0  |     3      |    4.1665e-09    |               |
